word,pos,definition
,verb,catch fish with a line and hook
,verb,"try to get a particular reaction from sb, without directly asking for what you want"
,noun,person who catches fish (= goes angling) as a hobby
anglicize,verb,make sb/sth English in character
Anglo-,prefix,English or British
angry,adjective,filled with anger
,adjective,(of a wound) red and infected
angst,noun,feeling of anxiety and worry about a situation
anguish,noun,great mental or physical pain
angular,adjective,(of a person) thin and bony
,adjective,having sharp corners
animal,noun,living creature that can feel and move
,noun,any such creature other than a human being
,noun,unpleasant wild person
,adjective,physical; basic
,noun,rights of animals to be treated well
animate,verb,give life and energy to sth
,adjective,living
,adjective,lively
,adjective,"(of pictures, drawings, etc in a film) made to look as if they are moving"
,noun,energy and enthusiasm
,noun,process of making animated cartoons
,noun,animated film
animatronics,noun,"process of making and operating robots that look like real people or animals, used in films, etc"
animosity,noun,strong hatred
ankle,noun,joint connecting the foot with the leg
annals,noun,historical records
annex,verb,"take control of a country, etc, esp by force"
annexe,noun,building added to a larger one
annihilate,verb,destroy sb/sth completely
anniversary,noun,day remembered for sth special which happened on that date in a previous year
annotate,verb,"add notes to a book, etc"
announce,verb,make sth known publicly
annoy,verb,make sb slightly angry; cause trouble to sb
annual,adjective,happening once every year
,adjective,calculated for the year
,noun,"book published once a year, having the same title but different contents"
,noun,plant that lives for one year
annuity,noun,fixed sum of money paid to sb every year
annul,verb,declare that sth is no longer legally valid
anode,noun,place on a battery or other electrical device where the electric current enters
anoint,verb,"put oil or water on sb's head, esp as a religious ceremony"
anomaly,noun,something different from what is normal
anon.,abbreviation,anonymous
anonymous,adjective,with a name that is not made known; without a name
anorak,noun,waterproof jacket with a hood
anorexia,noun,mental illness that causes fear of gaining weight and eating and leads to dangerous loss of weight
another,pronoun,an additional (one)
,pronoun,a different (one)
,pronoun,a similar (one)
answer,noun,thing said or written in response to sb/sth; reply
,noun,solution
,verb,give an answer to sb/sth
,verb,reply rudely to sb
,verb,accept responsibility for sth
,verb,speak in support of sb/sth
,adjective,responsible
ant,noun,small insect that lives in organized groups
antagonism,noun,opposition; dislike
antagonize,verb,do sth to make sb angry with you
Antarctic,noun,very cold regions around the South Pole
,noun,the line of latitude 66 33 South
antecedent,noun,thing or event that comes before another
,noun,ancestors
antediluvian,adjective,very out of date; old-fashioned
antelope,noun,animal like a deer
antenatal,adjective,relating to the medical care given to pregnant women
antenna,noun,insect's feeler (= one of two long thin parts on its head)
anthem,noun,piece of music sung in churches or written for a special occasion
anthology,noun,"collection of writings, esp poems"
anthrax,noun,serious disease that affects sheep and cows and sometimes people
anthropology,noun,study of the human race
anti-,prefix,opposed to; against
antibiotic,adjective,"(powerful substance, eg penicillin) that can destroy bacteria"
antibody,noun,substance formed in the blood which destroys harmful bacteria
anticipate,verb,expect sth
,verb,see what might happen in the future and take action
anticlimax,noun,disappointing end to sth exciting
anticlockwise,adjective,in the direction opposite to the movement of the hands of a clock
antics,noun,strange or amusing behaviour
anticyclone,noun,area of high pressure that produces calm weather conditions
antidepressant,noun,drug used to treat depression
antidote,noun,substance that acts against the effects of a poison or disease
antifreeze,noun,"substance added to water to stop it freezing, esp in car radiators"
antihistamine,noun,drug used to treat allergies
antiperspirant,noun,substance that prevents or reduces sweat
antiquated,adjective,old-fashioned
antique,noun,old and valuable (object)
antiquity,noun,ancient times
,noun,"ancient building, painting, etc"
,noun,great age
antiretroviral,adjective,of or connected with a class of drugs designed to stop viruses from damaging the body
antiseptic,adjective,(substance) preventing disease by destroying bacteria
antisocial,adjective,not liking to meet other people; unfriendly
,adjective,harmful to other people
antithesis,noun,direct opposite
antler,noun,horn of a deer
antonym,noun,word that is opposite in meaning to another
anus,noun,hole through which solid waste matter leaves the body
anvil,noun,heavy iron block on which metals are hammered into shape
anxiety,noun,"concern and fear, esp about what might happen"
,noun,strong desire
anxious,adjective,feeling anxiety
,adjective,causing anxiety
,adjective,strongly wishing sth
any,pronoun,some amount (of)
,pronoun,no matter which
,adverb,at all
anybody,pronoun,used instead of
,pronoun,any person at all
anyhow,adverb,carelessly
anything,pronoun,used instead of
,pronoun,any thing at all (whatever it is)
,pronoun,definitely not
anyway,adverb,in spite of everything
,adverb,used to change the subject of conversation
anywhere,adverb,used instead of
aorta,noun,main artery that carries blood from the heart to the rest of the body
apart,adverb,"separated by a distance, of space or time"
,adverb,separate(ly)
,adverb,into pieces
,preposition,except for
,preposition,as well as
apartheid,noun,(in South Africa in the past) official government policy of keeping people of different races separate
apartment,noun,set of rooms rented for a holiday
apathy,noun,lack of interest or enthusiasm
ape,noun,"large animal like a monkey, with no tail, eg chimpanzee or gorilla"
,verb,copy sb's speech or behaviour
aperitif,noun,alcoholic drink before a meal
aperture,noun,"narrow hole or opening, eg in a camera lens"
apex,noun,highest point
aphid,noun,very small insect that is harmful to plants
apiece,adverb,each
aplomb,noun,confidence and success
apologetic,adjective,saying or feeling sorry for doing sth wrong
apologize,verb,say that you are sorry
